"scientific_name","family","taxonrank","gbif_rec"
"Sphaeradenia Harling","Cyclanthaceae","GENUS","12"
"Apeiba aspera Aubl.","Malvaceae","SPECIES","12"
"Mapania assimilis T.Koyama","Cyperaceae","SPECIES","12"
"Lellingeria suspensa (L.) A.R.Sm. & R.C.Moran","Polypodiaceae","SPECIES","12"
"Adiantum pulverulentum L.","Pteridaceae","SPECIES","12"
"Maripa nicaraguensis Hemsl.","Convolvulaceae","SPECIES","12"
"Capsicum dimorphum (Miers) Kuntze","Solanaceae","SPECIES","12"
"Conostegia D.Don","Melastomataceae","GENUS","12"
"Capsicum geminifolium (Dammer) Hunz.","Solanaceae","SPECIES","12"
"Rhacocarpus purpurascens (Brid.) Paris","Hedwigiaceae","SPECIES","12"
"Youngia japonica (L.) DC.","Asteraceae","SPECIES","12"
"Ludwigia decurrens Walter","Onagraceae","SPECIES","12"
"Hyptis verticillata Jacq.","Lamiaceae","SPECIES","12"
"Sciodaphyllum cajambrense (Cuatrec.) Lowry, G.M.Plunkett & M.M.Mora","Araliaceae","SPECIES","12"
"Mendoncia Vell. ex Vand.","Acanthaceae","GENUS","12"
"Psychotria acuminata Benth.","Rubiaceae","SPECIES","12"
"Ficus insipida subsp. insipida","Moraceae","SUBSPECIES","12"
"Carpotroche pacifica (Cuatrec.) Cuatrec.","Achariaceae","SPECIES","12"
"Schlegelia Miq.","Schlegeliaceae","GENUS","12"
"Ficus cuatrecasana Dugand","Moraceae","SPECIES","12"
"Richeria densiflora A.H.Gentry","Phyllanthaceae","SPECIES","12"
"Xylosma benthamii (Tul.) Triana & Planch.","Salicaceae","SPECIES","12"
"Thibaudia archeri A.C.Sm.","Ericaceae","SPECIES","12"
"Ficus calimana Dugand","Moraceae","SPECIES","12"
"Anthopterus Hook.","Ericaceae","GENUS","12"
"Pitcairnia diffusa L.B.Sm.","Bromeliaceae","SPECIES","12"
"Liabum melastomoides (Kunth) Less.","Asteraceae","SPECIES","12"
"Sphagnum sparsum Hampe","Sphagnaceae","SPECIES","12"
"Mandevilla Lindl.","Apocynaceae","GENUS","12"
"Niphidium crassifolium (L.) Lellinger","Polypodiaceae","SPECIES","12"
"Waltheria albicans Turcz.","Malvaceae","SPECIES","12"
"Socratea hecatonandra (Dugand) R.Bernal","Arecaceae","SPECIES","12"
"Cassipourea Aubl.","Rhizophoraceae","GENUS","12"
"Picramnia Sw.","Picramniaceae","GENUS","12"
"Doliocarpus multiflorus Standl.","Dilleniaceae","SPECIES","12"
"Geissanthus occidentalis Cuatrec.","Primulaceae","SPECIES","12"
"Hypericum L.","Hypericaceae","GENUS","12"
"Palicourea conferta (Benth.) Sandwith","Rubiaceae","SPECIES","12"
"Cyrtopodium paniculatum (Ruiz & Pav.) Garay","Orchidaceae","SPECIES","12"
"Xylopia ligustrifolia Humb. & Bonpl. ex Dunal","Annonaceae","SPECIES","12"
"Gurania lobata (L.) Pruski","Cucurbitaceae","SPECIES","12"
"Cyrtochilum meirax (Rchb.f.) Dalström","Orchidaceae","SPECIES","12"
"Posoqueria coriacea M.Martens & Galeotti","Rubiaceae","SPECIES","12"
"Mandevilla subsagittata (Ruiz & Pav.) Woodson","Apocynaceae","SPECIES","12"
"Tessmannianthus calcaratus (Gleason) Wurdack","Melastomataceae","SPECIES","12"
"Psychotria rufiramea Standl.","Rubiaceae","SPECIES","12"
"Piper chuarense M.A.Jaram. & Callejas","Piperaceae","SPECIES","12"
"Piper cinereum C.DC.","Piperaceae","SPECIES","12"
"Rinorea Aubl.","Violaceae","GENUS","12"
"Lycopodiella trianae (Hieron.) B.Øllg.","Lycopodiaceae","SPECIES","12"
"Brugmansia aurea Lagerh.","Solanaceae","SPECIES","12"
"Drymaria cordata (L.) Willd. ex Schult.","Caryophyllaceae","SPECIES","12"
"Nerium oleander L.","Apocynaceae","SPECIES","12"
"Guettarda sanblasensis Dwyer","Rubiaceae","SPECIES","12"
"Sphyrospermum cordifolium Benth.","Ericaceae","SPECIES","12"
"Monoraphidium Komárková-Legnerová, 1969","Selenastraceae","GENUS","12"
"Tapirira myriantha Triana & Planch.","Anacardiaceae","SPECIES","12"
"Clidemia killipii Gleason","Melastomataceae","SPECIES","12"
"Stenospermation glaucophyllum Croat & D.C.Bay","Araceae","SPECIES","12"
"Asterogyne martiana (H.Wendl.) H.Wendl. ex Hemsl.","Arecaceae","SPECIES","12"
"Heliconia bihai (L.) L.","Heliconiaceae","SPECIES","12"
"Myrsine coriacea (Sw.) R.Br.","Primulaceae","SPECIES","12"
"Tabernaemontana Plum. ex L.","Apocynaceae","GENUS","12"
"Unonopsis colombiana Maas & Westra","Annonaceae","SPECIES","12"
"Solanum dolosum C.V.Morton ex S.Knapp","Solanaceae","SPECIES","12"
"Syrrhopodon leprieurii Mont.","Calymperaceae","SPECIES","12"
"Syngonium Schott","Araceae","GENUS","12"
"Clibadium terebinthinaceum (Sw.) DC.","Asteraceae","SPECIES","12"
"Puya trianae Baker","Bromeliaceae","SPECIES","12"
"Cybianthus verticilloides (Cuatrec.) G.Agostini","Primulaceae","SPECIES","12"
"Wettinia Poepp. ex Endl.","Arecaceae","GENUS","12"
"Cecropia membranacea Trécul","Urticaceae","SPECIES","12"
"Ixora coccinea L.","Rubiaceae","SPECIES","12"
"Paspalum conjugatum P.J.Bergius","Poaceae","SPECIES","12"
"Pavonia Cav.","Malvaceae","GENUS","12"
"Baccharis rupicola Kunth","Asteraceae","SPECIES","12"
"Urochloa maxima (Jacq.) R.D.Webster","Poaceae","SPECIES","12"
"Cissampelos L.","Menispermaceae","GENUS","12"
"Xylobium leontoglossum (Rchb.f.) Benth. ex Rolfe","Orchidaceae","SPECIES","12"
"Clethra fagifolia Kunth","Clethraceae","SPECIES","12"
"Erythroxylum haughtii W.A.Gentner","Erythroxylaceae","SPECIES","12"
"Cremastosperma novogranatense R.E.Fr.","Annonaceae","SPECIES","12"
"Billia columbiana Planch. & Linden ex Triana & Planch.","Sapindaceae","SPECIES","12"
"Anoectangium aestivum (Hedw.) Mitt.","Pottiaceae","SPECIES","12"
"Plantago major L.","Plantaginaceae","SPECIES","12"
"Handroanthus chrysanthus (Jacq.) S.O.Grose","Bignoniaceae","SPECIES","12"
"Blakea brachyura Gleason","Melastomataceae","SPECIES","12"
"Solanum wrightii Benth.","Solanaceae","SPECIES","12"
"Jacquemontia pentanthos (Jacq.) G.Don","Convolvulaceae","SPECIES","12"
"Erechtites valerianifolius (Wolf ex Rchb.) DC.","Asteraceae","SPECIES","12"
"Gloeospermum Triana & Planch.","Violaceae","GENUS","12"
"Palicourea andina subsp. andina","Rubiaceae","SUBSPECIES","12"
"Garcinia L.","Clusiaceae","GENUS","12"
"Equisetum bogotense Kunth","Equisetaceae","SPECIES","12"
"Sabal mauritiiformis (H.Karst.) Griseb. & H.Wendl.","Arecaceae","SPECIES","12"
"Adelobotrys DC.","Melastomataceae","GENUS","12"
"Maquira guianensis subsp. costaricana (Standl.) C.C.Berg","Moraceae","SUBSPECIES","12"
"Citrus ×limon (L.) Osbeck","Rutaceae","SPECIES","12"
"Centrosema macrocarpum var. andinum R.Schultze-Kraft & Belalcázar","Fabaceae","VARIETY","12"
"Passiflora nitida Kunth","Passifloraceae","SPECIES","12"
"Chrysophyllum cainito L.","Sapotaceae","SPECIES","12"
"Inga cocleensis Pittier","Fabaceae","SPECIES","12"
"Plumbago auriculata Lam.","Plumbaginaceae","SPECIES","12"
"Chromolaena tacotana (Klatt) R.M.King & H.Rob.","Asteraceae","SPECIES","12"
"Pleopeltis Humb. & Bonpl. ex Willd.","Polypodiaceae","GENUS","12"
"Hibiscus L.","Malvaceae","GENUS","12"
"Streptosolen jamesonii (Benth.) Miers","Solanaceae","SPECIES","12"
"Ruellia simplex C.Wright","Acanthaceae","SPECIES","12"
"Luehea seemannii Planch. & Triana","Malvaceae","SPECIES","12"
"Rudgea vallis (Standl. ex Steyerm.) C.M.Taylor","Rubiaceae","SPECIES","12"
"Rhodospatha moritziana Schott","Araceae","SPECIES","12"
"Philodendron melanoneuron Croat","Araceae","SPECIES","12"
"Anthurium friedrichsthalii Schott","Araceae","SPECIES","12"
"Anthurium lautum Croat & D.C.Bay","Araceae","SPECIES","12"
"Macleania rupestris (Kunth) A.C.Sm.","Ericaceae","SPECIES","12"
"Lippia hirsuta var. moritzii (Turcz.) López-Pal.","Verbenaceae","VARIETY","12"
"Calyptrocarya glomerulata (Brongn.) Urb.","Cyperaceae","SPECIES","12"
"Philodendron hiberisiccans Croat & D.C.Bay","Araceae","SPECIES","12"
"Columnea fuscihirta L.P.Kvist & L.E.Skog","Gesneriaceae","SPECIES","12"
"Aegiphila alba Moldenke","Lamiaceae","SPECIES","12"
"Ladenbergia heterophylla (Wedd.) Standl.","Rubiaceae","SPECIES","12"
"Selaginella wolffii Sodiro","Selaginellaceae","SPECIES","12"
"Guzmania conglomerata H.Luther","Bromeliaceae","SPECIES","12"
"Anthurium perviride Croat & D.C.Bay","Araceae","SPECIES","12"
"Calliandra haematocephala Hassk.","Fabaceae","SPECIES","12"
"Dieffenbachia idroboi Croat","Araceae","SPECIES","12"
"Solanum capsicoides All.","Solanaceae","SPECIES","11"
"Unonopsis pacifica R.E.Fr.","Annonaceae","SPECIES","11"
"Amphilophium paniculatum (L.) Kunth","Bignoniaceae","SPECIES","11"
"Palicourea deviae C.M.Taylor","Rubiaceae","SPECIES","11"
"Funastrum clausum (Jacq.) Schltr.","Apocynaceae","SPECIES","11"
"Palicourea cairoana (Standl. ex Steyerm.) C.M.Taylor","Rubiaceae","SPECIES","11"
"Palicourea amplissima C.M.Taylor","Rubiaceae","SPECIES","11"
"Leucobryum martianum (Hornsch.) Hampe ex Müll.Hal.","Leucobryaceae","SPECIES","11"
"Erythrodontium longisetum (Hook.) Paris","Entodontaceae","SPECIES","11"
"Espeletia hartwegiana subsp. barragensis Cuatrec.","Asteraceae","SUBSPECIES","11"
"Oreopanax obtusilobus (Willd. ex Schult.) Decne. & Planch.","Araliaceae","SPECIES","11"
"Lepyrodon tomentosus (Hook.) Mitt.","Lepyrodontaceae","SPECIES","11"
"Oeceoclades maculata (Lindl.) Lindl.","Orchidaceae","SPECIES","11"
"Notopleura (Hook.f.) Bremek.","Rubiaceae","GENUS","11"
"Flacourtiaceae","Flacourtiaceae","FAMILY","11"
"Fimbristylis dichotoma (L.) Vahl","Cyperaceae","SPECIES","11"
"Justicia comata (L.) Lam.","Acanthaceae","SPECIES","11"
"Henriettea tuberculosa (Donn.Sm.) L.O.Williams","Melastomataceae","SPECIES","11"
"Aniba robusta (Klotzsch & H.Karst.) Mez","Lauraceae","SPECIES","11"
"Trichodrymonia apicaudata (M.M.Mora & J.L.Clark) M.M.Mora & J.L.Clark","Gesneriaceae","SPECIES","11"
"Laportea aestuans (L.) Chew","Urticaceae","SPECIES","11"
"Anthurium langendoenii Croat & D.C.Bay","Araceae","SPECIES","11"
"Megathyrsus maximus (Jacq.) B.K.Simon & S.W.L.Jacobs","Poaceae","SPECIES","11"
"Anthurium recavum Croat","Araceae","SPECIES","11"
"Tontelea mauritioides (A.C.Sm.) A.C.Sm.","Celastraceae","SPECIES","11"
"Huperzia Bernh.","Lycopodiaceae","GENUS","11"
"Aphelandra glabrata Willd. ex Nees","Acanthaceae","SPECIES","11"
"Tillandsia pruinosa Sw.","Bromeliaceae","SPECIES","11"
"Marila micrantha Cuatrec.","Calophyllaceae","SPECIES","11"
"Miconia barbinervis (Benth.) Triana","Melastomataceae","SPECIES","11"
"Thuidium urceolatum Lorentz","Thuidiaceae","SPECIES","11"
"Theobroma subincanum Mart.","Malvaceae","SPECIES","11"
"Theobroma bicolor Humb. & Bonpl.","Malvaceae","SPECIES","11"
"Heliconia platystachys Baker","Heliconiaceae","SPECIES","11"
"Aspidosperma excelsum Benth.","Apocynaceae","SPECIES","11"
"Heliconia episcopalis Vell.","Heliconiaceae","SPECIES","11"
"Asplenium rutaceum (Willd.) Mett.","Aspleniaceae","SPECIES","11"
"Anoda cristata (L.) Schltdl.","Malvaceae","SPECIES","11"
"Syrrhopodon rigidus Hook. & Grev.","Calymperaceae","SPECIES","11"
"Syngonium chocoanum Croat","Araceae","SPECIES","11"
"Swartzia oraria R.S.Cowan","Fabaceae","SPECIES","11"
"Swartzia colombiana (R.S.Cowan) Torke","Fabaceae","SPECIES","11"
"Hoffmannia sprucei Standl.","Rubiaceae","SPECIES","11"
"Bambusa textilis McClure","Poaceae","SPECIES","11"
"Hedyosmum pungens Todzia","Chloranthaceae","SPECIES","11"
"Begonia foliosa Kunth","Begoniaceae","SPECIES","11"
"Aneuraceae","Aneuraceae","FAMILY","11"
"Stelis argentata Lindl.","Orchidaceae","SPECIES","11"
"Xanthidium Ehrenberg ex Ralfs, 1848",NULL,"GENUS","11"
"Billia Peyr.","Sapindaceae","GENUS","11"
"Spondias mombin Jacq.","Anacardiaceae","SPECIES","11"
"Blechnum cordatum (Desv.) Hieron.","Blechnaceae","SPECIES","11"
"Adelobotrys adscendens (Sw.) Triana","Melastomataceae","SPECIES","11"
"Bougainvillea glabra Choisy","Nyctaginaceae","SPECIES","11"
"Wettinia kalbreyeri (Burret) R.Bernal","Arecaceae","SPECIES","11"
"Breutelia chrysea (Müll.Hal.) A.Jaeger","Bartramiaceae","SPECIES","11"
"Miconia prasinifolia Gleason","Melastomataceae","SPECIES","11"
"Hyparrhenia rufa (Nees) Stapf","Poaceae","SPECIES","11"
"Maytenus myricoides Triana & Planch.","Celastraceae","SPECIES","11"
"Solanum anceps Ruiz & Pav.","Solanaceae","SPECIES","11"
"Brymela obtusifolia (E.B.Bartram) W.R.Buck","Pilotrichaceae","SPECIES","11"
"Bunchosia armeniaca (Cav.) DC.","Malpighiaceae","SPECIES","11"
"Mammea americana L.","Calophyllaceae","SPECIES","11"
"Sobralia pulcherrima Garay","Orchidaceae","SPECIES","11"
"Malvastrum coromandelianum (L.) Garcke","Malvaceae","SPECIES","11"
"Malvastrum americanum (L.) Torr.","Malvaceae","SPECIES","11"
"Calathea timothei H.Kenn.","Marantaceae","SPECIES","11"
"Calatola columbiana Sleumer","Metteniusaceae","SPECIES","11"
"Malpighia L.","Malpighiaceae","GENUS","11"
"Sesbania grandiflora (L.) Poir.","Fabaceae","SPECIES","11"
"Malanea erecta Seem.","Rubiaceae","SPECIES","11"
"Selysia prunifera (Poepp. & Endl.) Cogn.","Cucurbitaceae","SPECIES","11"
"Malanea chocoana Standl. ex Steyerm.","Rubiaceae","SPECIES","11"
"Anthodiscus chocoensis Prance","Caryocaraceae","SPECIES","11"
"Sciodaphyllum elachistocephalum (Harms) Lowry, G.M.Plunkett & M.M.Mora","Araliaceae","SPECIES","11"
"Sciodaphyllum chococolum (Frodin) Lowry, G.M.Plunkett & M.M.Mora","Araliaceae","SPECIES","11"
"Schizymenium campylocarpum (Arn. & Hook.) A.J.Shaw","Mniaceae","SPECIES","11"
"Castilla elastica Sessé","Moraceae","SPECIES","11"
"Schefflera actinophylla (Endl.) Harms","Araliaceae","SPECIES","11"
"Cavendishia nitida (Kunth) A.C.Sm.","Ericaceae","SPECIES","11"
"Saccoloma inaequale (Kunze) Mett.","Saccolomataceae","SPECIES","11"
"Cestrum microcalyx Francey","Solanaceae","SPECIES","11"
"Cestrum ochraceum Francey","Solanaceae","SPECIES","11"
"Rubus glaucus Benth.","Rosaceae","SPECIES","11"
"Ruagea glabra Triana & Planch.","Meliaceae","SPECIES","11"
"Roucheria monsalveae A.H.Gentry","Linaceae","SPECIES","11"
"Andira taurotesticulata R.T.Penn.","Fabaceae","SPECIES","11"
"Rhynchostegium scariosum (Taylor) A.Jaeger","Brachytheciaceae","SPECIES","11"
"Rauvolfia tetraphylla L.","Apocynaceae","SPECIES","11"
"Cladophora Kützing, 1843","Cladophoraceae","GENUS","11"
"Mabea speciosa Müll.Arg.","Euphorbiaceae","SPECIES","11"
"Racinaea adpressa (André) J.R.Grant","Bromeliaceae","SPECIES","11"
"Qualea Aubl.","Vochysiaceae","GENUS","11"
"Clidemia dentata D.Don","Melastomataceae","SPECIES","11"
"Pterocarpus Jacq.","Fabaceae","GENUS","11"
"Clidemia octona (Bonpl.) L.O.Williams","Melastomataceae","SPECIES","11"
"Pteris L.","Pteridaceae","GENUS","11"
"Clusia ducuoides Engl.","Clusiaceae","SPECIES","11"
"Clusia hydrogera Cuatrec.","Clusiaceae","SPECIES","11"
"Psychotria glomerulata (Donn.Sm.) Steyerm.","Rubiaceae","SPECIES","11"
"Mollinedia tomentosa (Benth.) Tul.","Monimiaceae","SPECIES","11"
"Psittacanthus dilatatus A.C.Sm.","Loranthaceae","SPECIES","11"
"Monochaetum (DC.) Naudin","Melastomataceae","GENUS","11"
"Psammisia pacifica A.C.Sm.","Ericaceae","SPECIES","11"
"Inga pezizifera Benth.","Fabaceae","SPECIES","11"
"Columnea rosea (C.V.Morton) C.V.Morton","Gesneriaceae","SPECIES","11"
"Prionodon fuscolutescens Hampe","Prionodontaceae","SPECIES","11"
"Pouteria trilocularis Cronquist","Sapotaceae","SPECIES","11"
"Matisia hirta Cuatrec.","Malvaceae","SPECIES","11"
"Pothomorphe peltata (L.) Miq.","Piperaceae","SPECIES","11"
"Inga sierrae Britton & Killip","Fabaceae","SPECIES","11"
"Cosmibuena macrocarpa (Benth.) Klotzsch ex Walp.","Rubiaceae","SPECIES","11"
"Costus laevis Ruiz & Pav.","Costaceae","SPECIES","11"
"Coussapoa asperifolia subsp. magnifolia (Trécul) Akkermans & Berg","Urticaceae","SUBSPECIES","11"
"Gomphrena globosa L.","Amaranthaceae","SPECIES","11"
"Cremosperma hirsutissimum Benth.","Gesneriaceae","SPECIES","11"
"Cremosperma hirsutissimum var. hirsutissimum","Gesneriaceae","VARIETY","11"
"Inga thibaudiana subsp. thibaudiana","Fabaceae","SUBSPECIES","11"
"Cuphea P.Browne","Lythraceae","GENUS","11"
"Cynodon dactylon (L.) Pers.","Poaceae","SPECIES","11"
"Cynodon nlemfuensis Vanderyst","Poaceae","SPECIES","11"
"Ipomoea indica (Burm.) Merr.","Convolvulaceae","SPECIES","11"
"Piper aequale Vahl","Piperaceae","SPECIES","11"
"Physalis angulata L.","Solanaceae","SPECIES","11"
"Davilla kunthii A.St.-Hil.","Dilleniaceae","SPECIES","11"
"Dendropanax macrophyllus Cuatrec.","Araliaceae","SPECIES","11"
"Phoradendron triflorum E.A.Kellogg","Viscaceae","SPECIES","11"
"Philonotis glaucescens (Hornsch.) Broth.","Bartramiaceae","SPECIES","11"
"Dichapetalaceae","Dichapetalaceae","FAMILY","11"
"Verbena litoralis Kunth","Verbenaceae","SPECIES","11"
"Philodendron longipes Engl.","Araceae","SPECIES","11"
"Dicranum frigidum Müll.Hal.","Dicranaceae","SPECIES","11"
"Philodendron hederaceum (Jacq.) Schott","Araceae","SPECIES","11"
"Geonoma calyptrogynoidea Burret","Arecaceae","SPECIES","11"
"Gentianaceae","Gentianaceae","FAMILY","11"
"Diplostephium schultzii Wedd.","Asteraceae","SPECIES","11"
"Peperomia sympodialis Trel. & Yunck.","Piperaceae","SPECIES","11"
"Peperomia striata Ruiz & Pav.","Piperaceae","SPECIES","11"
"Disterigma (Klotzsch) Nied. ex Drude","Ericaceae","GENUS","11"
"Peperomia omnicola C.DC.","Piperaceae","SPECIES","11"
"Drymonia turrialvae Hanst.","Gesneriaceae","SPECIES","11"
"Duranta L.","Verbenaceae","GENUS","11"
"Duranta mutisii L.f.","Verbenaceae","SPECIES","11"
"Pecluma M.G.Price","Polypodiaceae","GENUS","11"
"Ecclinusa lanceolata (Mart. & Eichler) Pierre","Sapotaceae","SPECIES","11"
"Gasteranthus recurvatus L.E.Skog & L.P.Kvist","Gesneriaceae","SPECIES","11"
"Passovia pyrifolia (Kunth) Tiegh.","Loranthaceae","SPECIES","11"
"Huertea granadina Cuatrec.","Tapisciaceae","SPECIES","11"
"Paspalum notatum Flüggé","Poaceae","SPECIES","11"
"Eugenia uniflora L.","Myrtaceae","SPECIES","10"
"Acmella ciliata (Kunth) Cass.","Asteraceae","SPECIES","10"
"Gonzalagunia dependens Ruiz & Pav.","Rubiaceae","SPECIES","10"
"Hoffmannia subauriculata Standl.","Rubiaceae","SPECIES","10"
"Eschweilera coriacea (DC.) S.A.Mori","Lecythidaceae","SPECIES","10"
"Cyathea phalaenolepis (C.Chr.) Domin Domin","Cyatheaceae","SPECIES","10"
"Glossoloma Hanst.","Gesneriaceae","GENUS","10"
"Cissus erosa (L.) Rich.","Vitaceae","SPECIES","10"
"Elaeagia pastoensis L.E.Mora","Rubiaceae","SPECIES","10"
"Bauhinia monandra Kurz","Fabaceae","SPECIES","10"
"Emilia sonchifolia (L.) DC. ex Wight","Asteraceae","SPECIES","10"
"Ruta graveolens L.","Rutaceae","SPECIES","10"
"Struthanthus Mart.","Loranthaceae","GENUS","10"
"Wettinia cladospadix (Dugand) H.E.Moore & J.Dransf.","Arecaceae","SPECIES","10"
"Mougeotia C.A.Agardh, 1824","Zygnemataceae","GENUS","10"
"Vriesea monstrum (Mez) L.B.Sm.","Bromeliaceae","SPECIES","10"
"Vachellia pennatula (Schltdl. & Cham.) Seigler & Ebinger","Fabaceae","SPECIES","10"
"Nectandra umbrosa (Kunth) Mez","Lauraceae","SPECIES","10"
"Clidemia garcia-barrigae Wurdack","Melastomataceae","SPECIES","10"
"Begonia urticae L.fil.","Begoniaceae","SPECIES","10"
"Beilschmiedia pendula (Sw.) Hemsl.","Lauraceae","SPECIES","10"
"Bejaria mathewsii Fielding & Gardner","Ericaceae","SPECIES","10"
"Leucobryum crispum Müll.Hal.","Leucobryaceae","SPECIES","10"
"Ludwigia hyssopifolia (G.Don) Exell","Onagraceae","SPECIES","10"
"Besleria tambensis C.V.Morton","Gesneriaceae","SPECIES","10"
"Besleria vestita Fritsch","Gesneriaceae","SPECIES","10"
"Wettinia Poepp.","Arecaceae","GENUS","10"
"Brachythecium plumosum (Hedw.) Schimp.","Brachytheciaceae","SPECIES","10"
"Pityrogramma Link","Pteridaceae","GENUS","10"
"Myrteola nummularia (Poir.) O.Berg","Myrtaceae","SPECIES","10"
"Glycine max (L.) Merr.","Fabaceae","SPECIES","10"
"Monstera adansonii var. laniata (Schott) Madison","Araceae","VARIETY","10"
"Passiflora manicata (Juss.) Pers.","Passifloraceae","SPECIES","10"
"Bouchea prismatica (L.) Kuntze","Verbenaceae","SPECIES","10"
"Spirogyra Link, 1820","Zygnemataceae","GENUS","10"
"Spigelia hamellioides Kunth & Bonpl.","Loganiaceae","SPECIES","10"
"Anaxagorea A.St.-Hil.","Annonaceae","GENUS","10"
"Ludwigia peruviana (L.) H.Hara","Onagraceae","SPECIES","10"
"Frullania Raddi","Frullaniaceae","GENUS","10"
"Ormosia colombiana Rudd","Fabaceae","SPECIES","10"
"Sphaeradenia stenosperma Harling","Cyclanthaceae","SPECIES","10"
"Hamelia macrantha Little","Rubiaceae","SPECIES","10"
"Borreria ocymifolia (Willd.) Bacigalupo & E.L.Cabral","Rubiaceae","SPECIES","10"
"Pogonatum semipellucidum (Hampe) Mitt.","Polytrichaceae","SPECIES","10"
"Blechnum lehmannii Hieron.","Blechnaceae","SPECIES","10"
"Podocarpus oleifolius D.Don","Podocarpaceae","SPECIES","10"
"Plumeria rubra L.","Apocynaceae","SPECIES","10"
"Hymenophyllum J.E.Sm.","Hymenophyllaceae","GENUS","10"
"Trizeuxis falcata Lindl.","Orchidaceae","SPECIES","10"
"Clidemia vallicola Gleason","Melastomataceae","SPECIES","10"
"Aiouea lehmannii (O.C.Schmidt) S.Renner","Lauraceae","SPECIES","10"
"Eulophia alta (L.) Fawc. & Rendle","Orchidaceae","SPECIES","10"
"Opuntia Mill.","Cactaceae","GENUS","10"
"Clitoria falcata Lam.","Fabaceae","SPECIES","10"
"Duroia soejartoi D.R.Simpson","Rubiaceae","SPECIES","10"
"Myrsinaceae","Primulaceae","FAMILY","10"
"Aiphanes aculeata Willd.","Arecaceae","SPECIES","10"
"Paradrymonia metamorphophylla (Donn.Sm.) Wiehler","Gesneriaceae","SPECIES","10"
"Olyra latifolia L.","Poaceae","SPECIES","10"
"Drymonia croatii Clavijo, Zuluaga & J.L.Clark","Gesneriaceae","SPECIES","10"
"Palicourea hazenii subsp. hazenii","Rubiaceae","SUBSPECIES","10"
"Chrysochlamys floribunda Cuatrec.","Clusiaceae","SPECIES","10"
"Euterpe cuatrecasana Dugand","Arecaceae","SPECIES","10"
"Euterpe precatoria var. longivaginata (Mart.) A.J.Hend.","Arecaceae","VARIETY","10"
"Octoblepharum albidum Hedw.","Octoblepharaceae","SPECIES","10"
"Psychotria megistophylla Standl.","Rubiaceae","SPECIES","10"
"Rhipsalis Gaertn.","Cactaceae","GENUS","10"
"Passiflora occidentalis J.M.MacDougal & Al.Hern.","Passifloraceae","SPECIES","10"
"Indigofera lespedezioides Kunth","Fabaceae","SPECIES","10"
"Faramea calimana C.M.Taylor","Rubiaceae","SPECIES","10"
"Peperomia emarginella (Sw. ex Wikstr.) C.DC.","Piperaceae","SPECIES","10"
"Micropholis venulosa (Mart. & Eichler) Pierre","Sapotaceae","SPECIES","10"
"Nicotiana tabacum L.","Solanaceae","SPECIES","10"
"Passiflora alnifolia Kunth","Passifloraceae","SPECIES","10"
"Peperomia pellucida (L.) Kunth","Piperaceae","SPECIES","10"
"Macrothelypteris torresiana (Gaudich.) Ching","Thelypteridaceae","SPECIES","10"
"Macrolobium extensum R.S.Cowan","Fabaceae","SPECIES","10"
"Geissanthus quindiensis Mez","Primulaceae","SPECIES","10"
"Schistocarpha eupatorioides (Fenzl) Kuntze","Asteraceae","SPECIES","10"
"Naucleopsis ×straminea C.C.Berg","Moraceae","SPECIES","10"
"Disterigma chocoanum Pedraza","Ericaceae","SPECIES","10"
"Forsteronia spicata (Jacq.) G.Mey.","Apocynaceae","SPECIES","10"
"Ficus crocata (Miq.) Mart. ex Miq.","Moraceae","SPECIES","10"
"Myrcia splendens (Sw.) DC.","Myrtaceae","SPECIES","10"
"Ocimum micranthum Willd.","Lamiaceae","SPECIES","10"
"Clusiella elegans Planch. & Triana","Calophyllaceae","SPECIES","10"
"Ocimum campechianum Mill.","Lamiaceae","SPECIES","10"
"Ficus gigantosyce Dugand","Moraceae","SPECIES","10"
"Varronia cylindristachya Ruiz & Pav.","Cordiaceae","SPECIES","10"
"Carica L.","Caricaceae","GENUS","10"
"Pernettya prostrata (Cav.) DC.","Ericaceae","SPECIES","10"
"Varronia polycephala Lam.","Cordiaceae","SPECIES","10"
"Iryanthera porcata A.H.Gentry","Myristicaceae","SPECIES","10"
"Notopleura pithecobia (Standl.) C.M.Taylor","Rubiaceae","SPECIES","10"
"Notopleura montana C.M.Taylor","Rubiaceae","SPECIES","10"
"Notopleura micayensis (Standl.) Bremek.","Rubiaceae","SPECIES","10"
"Fissidens asplenioides Hedw.","Fissidentaceae","SPECIES","10"
"Dioscorea glandulosa (Griseb.) Klotzsch ex Kunth","Dioscoreaceae","SPECIES","10"
"Leonia triandra Cuatrec.","Violaceae","SPECIES","10"
"Petrea volubilis L.","Verbenaceae","SPECIES","10"
"Phaseolus ×dumosus Macfad.","Fabaceae","SPECIES","10"
"Capsicum lycianthoides Bitter","Solanaceae","SPECIES","10"
"Gustavia speciosa (Kunth) DC.","Lecythidaceae","SPECIES","10"
"Philodendron alliodorum Croat & Grayum","Araceae","SPECIES","10"
"Trichocentrum carthagenense (Jacq.) M.W.Chase & N.H.Williams","Orchidaceae","SPECIES","10"
"Jatropha curcas L.","Euphorbiaceae","SPECIES","10"
"Sciodaphyllum pygmaeum Jiménez-Mont. & Idarraga","Araliaceae","SPECIES","10"
"Lacistema Sw.","Lacistemataceae","GENUS","10"
"Quararibea cordata (Humb. & Bonpl.) Vischer","Malvaceae","SPECIES","10"
